study,trial,seed,unknown_byte_count,unknown_bytes,unknown_bits,plaintext,key,ciphertext,status,satisfiable,correct,candidate_valid,recovered_key,build_time,solve_time,total_time,timeout_seconds,variables,clauses,error
pairs,1,2026092201,2,4;12,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.4653812910000852,58.486056666002696,58.95327591599926,120,20736,343408,
pairs,1,2026092201,2,4;13,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.4522127920026833,101.0667910839984,101.52078004199939,120,20736,343408,
pairs,1,2026092201,2,4;14,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.45164424999893527,35.393351457998506,35.84678370899928,120,20736,343408,
pairs,1,2026092201,2,4;15,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.45017716599977575,101.99567712499993,102.44764704100089,120,20736,343408,
pairs,1,2026092201,2,5;6,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.4505442919980851,96.16676179099886,96.61912674999985,120,20736,343408,
pairs,1,2026092201,2,5;7,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.5200487500005693,72.76936433299852,73.29117845899964,120,20736,343408,
pairs,1,2026092201,2,5;8,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.48843708300046274,16.07097341699773,16.561157707998063,120,20736,343408,
pairs,1,2026092201,2,5;9,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.49907870899914997,63.911508249999315,64.4124087909986,120,20736,343408,
pairs,1,2026092201,2,5;10,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.45225133300118614,26.007356207999692,26.461415124998894,120,20736,343408,
pairs,1,2026092201,2,5;11,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.45028595799885807,19.534269499999937,19.9863105000004,120,20736,343408,
pairs,1,2026092201,2,5;12,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.4604091250002966,42.83156700000109,43.293798708000395,120,20736,343408,
pairs,1,2026092201,2,5;13,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.48064541700296104,76.87883750000037,77.36168629199892,120,20736,343408,
pairs,1,2026092201,2,5;14,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.4582224160003534,20.464303374999872,20.92428258399741,120,20736,343408,
pairs,1,2026092201,2,5;15,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.45110912499876576,101.57654641699992,102.02943170900107,120,20736,343408,
pairs,1,2026092201,2,6;7,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.45234579099997063,86.31784270800199,86.77205070799755,120,20736,343408,
pairs,1,2026092201,2,6;8,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.5368007910001324,7.213955125000211,7.752519459001633,120,20736,343408,
pairs,1,2026092201,2,6;9,16,54BA8825B09C8F61616A521C21320479,0A9F3C3E6F3CC51142E4162D4F217DD9,A59AA1012615A11C7600F5099465D3B9,SAT,True,True,True,0A9F3C3E6F3CC51142E4162D4F217DD9,0.4716751249980007,79.02800787500018,79.50146858299922,120,20736,343408,
