study,trial,seed,unknown_byte_count,unknown_bytes,unknown_bits,plaintext,key,ciphertext,status,satisfiable,correct,candidate_valid,recovered_key,build_time,solve_time,total_time,timeout_seconds,variables,clauses,error
single,12,2026092212,1,9,8,45713336187D7AA6075ADEA54CB56677,B84BA08DF8AF8F2205D0EED6F89244DB,82B0E47E155AD89432C9ABFC7A0574F5,SAT,True,True,True,B84BA08DF8AF8F2205D0EED6F89244DB,0.4636629169999651,6.0772249170004216,6.542697291999502,60,20736,343416,
single,12,2026092212,1,10,8,45713336187D7AA6075ADEA54CB56677,B84BA08DF8AF8F2205D0EED6F89244DB,82B0E47E155AD89432C9ABFC7A0574F5,SAT,True,True,True,B84BA08DF8AF8F2205D0EED6F89244DB,0.4685823330000858,6.696852582999782,7.167206416999761,60,20736,343416,
single,12,2026092212,1,11,8,45713336187D7AA6075ADEA54CB56677,B84BA08DF8AF8F2205D0EED6F89244DB,82B0E47E155AD89432C9ABFC7A0574F5,SAT,True,True,True,B84BA08DF8AF8F2205D0EED6F89244DB,0.46391099999891594,3.9948071250000794,4.4605951249996,60,20736,343416,
single,12,2026092212,1,12,8,45713336187D7AA6075ADEA54CB56677,B84BA08DF8AF8F2205D0EED6F89244DB,82B0E47E155AD89432C9ABFC7A0574F5,SAT,True,True,True,B84BA08DF8AF8F2205D0EED6F89244DB,0.4770939999998518,5.578743042000497,6.057673582999996,60,20736,343416,
single,12,2026092212,1,13,8,45713336187D7AA6075ADEA54CB56677,B84BA08DF8AF8F2205D0EED6F89244DB,82B0E47E155AD89432C9ABFC7A0574F5,SAT,True,True,True,B84BA08DF8AF8F2205D0EED6F89244DB,0.5159894169992185,7.167829457999687,7.685540790998857,60,20736,343416,
single,12,2026092212,1,14,8,45713336187D7AA6075ADEA54CB56677,B84BA08DF8AF8F2205D0EED6F89244DB,82B0E47E155AD89432C9ABFC7A0574F5,SAT,True,True,True,B84BA08DF8AF8F2205D0EED6F89244DB,0.45270254200113413,5.280052500000238,5.73452854199968,60,20736,343416,
single,12,2026092212,1,15,8,45713336187D7AA6075ADEA54CB56677,B84BA08DF8AF8F2205D0EED6F89244DB,82B0E47E155AD89432C9ABFC7A0574F5,SAT,True,True,True,B84BA08DF8AF8F2205D0EED6F89244DB,0.4725393750013609,3.5264150830007566,4.000680000001012,60,20736,343416,
single,13,2026092213,1,0,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.4636432090010203,6.6984574159996555,7.163825583000289,60,20736,343416,
single,13,2026092213,1,1,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.45165895799982536,6.064864625001064,6.518460375000359,60,20736,343416,
single,13,2026092213,1,2,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.4588562089993502,3.892821207999077,4.353620917001535,60,20736,343416,
single,13,2026092213,1,3,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.5607079590008652,5.6053515000003244,6.167778125000041,60,20736,343416,
single,13,2026092213,1,4,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.44952350000130537,5.388226791999841,5.839474667000104,60,20736,343416,
single,13,2026092213,1,5,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.5052128339993942,4.666244583000662,5.173188542001299,60,20736,343416,
single,13,2026092213,1,6,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.46566729199912515,6.185006792000422,6.652385833000153,60,20736,343416,
single,13,2026092213,1,7,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.4555049160007911,5.778139707999799,6.2353651670000545,60,20736,343416,
single,13,2026092213,1,8,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.4518035000000964,4.546128500000123,4.9997232090008765,60,20736,343416,
single,13,2026092213,1,9,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.46432595800069976,5.970837958000629,6.436945792000188,60,20736,343416,
single,13,2026092213,1,10,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.46292641699983506,5.599642667000808,6.064299749999918,60,20736,343416,
single,13,2026092213,1,11,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.45346075000088604,5.428919333000522,5.884100125000259,60,20736,343416,
single,13,2026092213,1,12,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.44815237500006333,5.660304249999172,6.110285292001208,60,20736,343416,
single,13,2026092213,1,13,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.4558334579996881,5.9526103749994945,6.410223916000177,60,20736,343416,
single,13,2026092213,1,14,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.48950150000018766,6.461389124999187,6.952618708000955,60,20736,343416,
single,13,2026092213,1,15,8,DAB997FFD99C41AEE61C881303506046,D24BEE399562135437C6D555A057E927,28C09563079C3B9DFFDABDA641457CBE,SAT,True,True,True,D24BEE399562135437C6D555A057E927,0.49365612500150746,5.966513166000368,6.461947583999063,60,20736,343416,
single,14,2026092214,1,0,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.48411516700070933,5.277040250000937,5.762885832999018,60,20736,343416,
single,14,2026092214,1,1,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.47904579200076114,6.101236082999094,6.582072750001316,60,20736,343416,
single,14,2026092214,1,2,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.4849626659997739,6.64228195800024,7.129100833000848,60,20736,343416,
single,14,2026092214,1,3,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.4807309579991852,6.717420999999376,7.199929958998837,60,20736,343416,
single,14,2026092214,1,4,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.4914746250015014,4.769813790999251,5.2630576669998845,60,20736,343416,
single,14,2026092214,1,5,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.46285749999879044,5.350450457999614,5.815061084000263,60,20736,343416,
single,14,2026092214,1,6,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.4526986250002665,5.389915874999133,5.844344000001001,60,20736,343416,
single,14,2026092214,1,7,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.45055691599918646,5.611797958999887,6.064090624999153,60,20736,343416,
single,14,2026092214,1,8,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.454981000000771,6.427466874998572,6.884176624998872,60,20736,343416,
single,14,2026092214,1,9,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.45485466600075597,6.6344877909996285,7.091106791000129,60,20736,343416,
single,14,2026092214,1,10,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.5208425420005369,5.881067832999179,6.403636084000027,60,20736,343416,
single,14,2026092214,1,11,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.4519499170000927,5.950278583999534,6.403957417000129,60,20736,343416,
single,14,2026092214,1,12,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.5240555410000525,5.171038750000662,5.696877959000631,60,20736,343416,
single,14,2026092214,1,13,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.46702929200000654,5.321011209000062,5.7897788749996835,60,20736,343416,
single,14,2026092214,1,14,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.4470085420016403,5.633446541000012,6.082465542000136,60,20736,343416,
single,14,2026092214,1,15,8,9327D65D367966B05D28DE133A959170,D1155224D3BC4B45A0BC4DCFC099F2C6,9AD2FF28283B4A971CFF4D7787777BD9,SAT,True,True,True,D1155224D3BC4B45A0BC4DCFC099F2C6,0.46303954200084263,6.894555917000616,7.359325000001263,60,20736,343416,
single,15,2026092215,1,0,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.450559124999927,5.495629249999183,5.948015374999159,60,20736,343416,
single,15,2026092215,1,1,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.46363429200027895,5.86553929099864,6.330901791001452,60,20736,343416,
single,15,2026092215,1,2,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.4714809590004734,5.032205040999543,5.505462458999318,60,20736,343416,
single,15,2026092215,1,3,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.45091533300001174,6.858153292001589,7.310792874999606,60,20736,343416,
single,15,2026092215,1,4,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.45477854199998546,4.083336874999077,4.5398383749998175,60,20736,343416,
single,15,2026092215,1,5,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.4492523330009135,5.8128439169995545,6.263819333000356,60,20736,343416,
single,15,2026092215,1,6,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.46635554199929175,3.972861792000913,4.440982583999357,60,20736,343416,
single,15,2026092215,1,7,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.46852195899919025,6.457012749999194,6.927333958999952,60,20736,343416,
single,15,2026092215,1,8,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.45577808399866626,5.614221083000302,6.071755249999114,60,20736,343416,
single,15,2026092215,1,9,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.45476441599930695,5.602284791999409,6.058768000000782,60,20736,343416,
single,15,2026092215,1,10,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.45251166699927126,6.185596082999837,6.639919374998499,60,20736,343416,
single,15,2026092215,1,11,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.4558174590001727,6.1923662919998606,6.6499455840003066,60,20736,343416,
single,15,2026092215,1,12,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.45099087500057067,6.164669208001214,6.617377041000509,60,20736,343416,
single,15,2026092215,1,13,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.4494046250001702,6.22735266699965,6.678547459001493,60,20736,343416,
single,15,2026092215,1,14,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.4545932909986732,4.343526707998535,4.799847582999064,60,20736,343416,
single,15,2026092215,1,15,8,ECE7ADD4CDCC5FB190D07A00BFF2C429,6C9BC729003B5A4291EFFD8C077896F0,333EF99BD6E44367E78A93FB9536C029,SAT,True,True,True,6C9BC729003B5A4291EFFD8C077896F0,0.4583326660012972,5.306904333001512,5.7670059590000164,60,20736,343416,
single,16,2026092216,1,0,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.45442875000117056,5.965764790998946,6.4219278340005985,60,20736,343416,
single,16,2026092216,1,1,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.4514565829995263,5.528389708000759,5.981574540999645,60,20736,343416,
single,16,2026092216,1,2,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.45493591600097716,5.243980917000954,5.700693707998653,60,20736,343416,
single,16,2026092216,1,3,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.45094683400020585,6.0444257500003005,6.497104124999169,60,20736,343416,
single,16,2026092216,1,4,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.45043400000031397,5.427164124999763,5.879317584000091,60,20736,343416,
single,16,2026092216,1,5,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.5105667080006242,5.440633250000246,5.95292150000023,60,20736,343416,
single,16,2026092216,1,6,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.45195287500064296,4.598929625000892,5.052607540999816,60,20736,343416,
single,16,2026092216,1,7,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.46381579199987755,5.6161647499993705,6.081757625001046,60,20736,343416,
single,16,2026092216,1,8,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.4564930840006127,5.023626000000149,5.481895208000424,60,20736,343416,
single,16,2026092216,1,9,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.46885979100079567,4.298669625000912,4.769303499999296,60,20736,343416,
single,16,2026092216,1,10,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.46349724999890896,6.377244875000542,6.843024334000802,60,20736,343416,
single,16,2026092216,1,11,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.4956062090004707,5.967094708999866,6.464501250000467,60,20736,343416,
single,16,2026092216,1,12,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.5366330830001971,7.527101207999294,8.065495374999955,60,20736,343416,
single,16,2026092216,1,13,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.5522928749996936,6.777305208999678,7.3315307080010825,60,20736,343416,
single,16,2026092216,1,14,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.5379838330009079,5.573124000000462,6.112846124999123,60,20736,343416,
single,16,2026092216,1,15,8,F1828A827EF6FE8292DEF2D243086E34,4910F31471305085C25410B3164B43FD,38459959A4C504153026B8A3914050E0,SAT,True,True,True,4910F31471305085C25410B3164B43FD,0.4828412919996481,6.60108816599859,7.085683625000456,60,20736,343416,
single,17,2026092217,1,0,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.4719438750016707,4.578405333000774,5.052115458000117,60,20736,343416,
single,17,2026092217,1,1,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.46463041599963617,5.35508929199932,5.821438459001001,60,20736,343416,
single,17,2026092217,1,2,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.4525045419995877,5.070489625000846,5.524760290998529,60,20736,343416,
single,17,2026092217,1,3,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.4897981659996731,5.792889333999483,6.284406292001222,60,20736,343416,
single,17,2026092217,1,4,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.46376504200088675,6.930607999998756,7.396096000000398,60,20736,343416,
single,17,2026092217,1,5,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.4555631670009461,5.1275893339989125,5.584911333000491,60,20736,343416,
single,17,2026092217,1,6,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.5053239589997247,6.603371084000173,7.110452875000192,60,20736,343416,
single,17,2026092217,1,7,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.45806333299879043,5.3280443750009,5.78787412499878,60,20736,343416,
single,17,2026092217,1,8,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.45702587499908987,6.8365065830003005,7.295274750000317,60,20736,343416,
single,17,2026092217,1,9,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.48746329200002947,6.326074999999037,6.815308457998981,60,20736,343416,
single,17,2026092217,1,10,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.4523384590011119,5.948984999999084,6.403051332999894,60,20736,343416,
single,17,2026092217,1,11,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.4504620409989002,5.645374250001623,6.097553667001193,60,20736,343416,
single,17,2026092217,1,12,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.4512155829997937,6.102156165999986,6.555085291998694,60,20736,343416,
single,17,2026092217,1,13,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.453611083999931,6.023639500001082,6.479061124999134,60,20736,343416,
single,17,2026092217,1,14,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.45043408300080046,5.876019916999212,6.328172749999794,60,20736,343416,
single,17,2026092217,1,15,8,2835FB88E8F6EB945521845FD66F6BC5,2CE582462710533EC4B29B8CE22C430E,838C84C034E86E062E1C52637DABCD67,SAT,True,True,True,2CE582462710533EC4B29B8CE22C430E,0.45412724999914644,5.6667823329989915,6.122687166000105,60,20736,343416,
single,18,2026092218,1,0,8,34BF12C972B1D02EE2BC8590AEA7D4C0,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,975FC69B181F7D532607A0C4EE3BC582,SAT,True,True,True,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,0.45414537500073493,5.166717834001247,5.622637417000078,60,20736,343416,
single,18,2026092218,1,1,8,34BF12C972B1D02EE2BC8590AEA7D4C0,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,975FC69B181F7D532607A0C4EE3BC582,SAT,True,True,True,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,0.4622186659998988,5.799121541000204,6.263078250000035,60,20736,343416,
single,18,2026092218,1,2,8,34BF12C972B1D02EE2BC8590AEA7D4C0,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,975FC69B181F7D532607A0C4EE3BC582,SAT,True,True,True,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,0.45114237500092713,5.880140500001289,6.333010166999884,60,20736,343416,
single,18,2026092218,1,3,8,34BF12C972B1D02EE2BC8590AEA7D4C0,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,975FC69B181F7D532607A0C4EE3BC582,SAT,True,True,True,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,0.45127708300060476,4.711294374999852,5.1643470829985745,60,20736,343416,
single,18,2026092218,1,4,8,34BF12C972B1D02EE2BC8590AEA7D4C0,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,975FC69B181F7D532607A0C4EE3BC582,SAT,True,True,True,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,0.4633288330005598,4.498541875000228,4.963655416999245,60,20736,343416,
single,18,2026092218,1,5,8,34BF12C972B1D02EE2BC8590AEA7D4C0,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,975FC69B181F7D532607A0C4EE3BC582,SAT,True,True,True,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,0.46190829199986183,6.822471292000046,7.286139584000921,60,20736,343416,
single,18,2026092218,1,6,8,34BF12C972B1D02EE2BC8590AEA7D4C0,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,975FC69B181F7D532607A0C4EE3BC582,SAT,True,True,True,AFFF6FA13CB7D870C4FCDB0A18C2C4E9,0.45102841700099816,6.159202749999167,6.611961417000202,60,20736,343416,
