row_type,experiment,kat,position_mode,trial,seed,divide_trial,divide_seed,unknown_bits,known_bits,split_bits,split_positions,max_workers,branch_id,assignment,branch_order,status,satisfiable,correct,recovered_key,solve_time,experiment_wall_time,baseline_solve_time,variables,clauses
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,00011,00011,7,UNSAT,False,False,,164.29268145900278,1136.171760415993,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,00101,00101,8,UNSAT,False,False,,138.596066625003,1274.8095997079945,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,01001,01001,9,UNSAT,False,False,,112.68567058299959,1387.5386969160027,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,11010,11010,10,UNSAT,False,False,,162.4185910410015,1549.9991547499958,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,01011,01011,11,UNSAT,False,False,,140.74920908300555,1690.7917239579983,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,01110,01110,12,UNSAT,False,False,,122.59577204099332,1813.4334626659984,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,00100,00100,13,UNSAT,False,False,,227.06977429099788,2040.5450243329979,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,10110,10110,14,UNSAT,False,False,,122.02981787499448,2162.6160844159895,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,01000,01000,15,UNSAT,False,False,,152.90271004100214,2315.5588673750026,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,00111,00111,16,UNSAT,False,False,,179.14261237499886,2494.7412600410025,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,01111,01111,17,UNSAT,False,False,,158.1406218750053,2652.921701332991,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,11110,11110,18,UNSAT,False,False,,226.78428091599199,2879.7476161249942,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,10100,10100,19,UNSAT,False,False,,188.31165479199262,3068.101193374998,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,01100,01100,20,UNSAT,False,False,,117.44981962500606,117.48295341600897,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,11000,11000,21,UNSAT,False,False,,139.98379283299437,257.51315895801235,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,10101,10101,22,UNSAT,False,False,,164.716126083993,422.2728839580086,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,10010,10010,23,UNSAT,False,False,,103.03652541700285,525.3518199160026,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,01010,01010,24,UNSAT,False,False,,126.8510939169937,652.2449259580026,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,00000,00000,25,UNSAT,False,False,,138.7526254169934,791.0398426660104,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,11111,11111,26,UNSAT,False,False,,169.54093437500705,960.6238020410092,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,11101,11101,27,UNSAT,False,False,,111.91960058300174,1072.5857912500069,2247.9578224160014,105092,1723792
pause,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,,,,PAUSED,False,False,,0.0,1123.2001219580125,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,01101,01101,28,UNSAT,False,False,,105.61276079100207,1228.8462566250091,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,00010,00010,29,SAT,True,True,000102030405060708090A0B0C0D0E0F,231.075197750004,1459.984010458007,2247.9578224160014,105092,1723792
summary,count1089_random1_20_split5_divide1_workers1,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,1,00010,00010,29,SAT_FOUND,True,True,000102030405060708090A0B0C0D0E0F,231.075197750004,1459.9857766660134,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,10111,10111,2,UNSAT,False,False,,126.78598908300046,126.87477629199566,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,11001,11001,1,UNSAT,False,False,,227.57316491600068,227.59907662500336,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,00110,00110,3,UNSAT,False,False,,188.36019633400429,315.28152891699574,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,10011,10011,4,UNSAT,False,False,,152.00311816598696,379.6485523329902,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,10000,10000,5,UNSAT,False,False,,103.6114283749921,418.93904479200137,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,11011,11011,6,UNSAT,False,False,,149.3998775420041,529.0954795419966,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,00011,00011,7,UNSAT,False,False,,163.4024389170081,582.3888524999929,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,00101,00101,8,UNSAT,False,False,,142.8064555000019,671.9522268330038,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,01001,01001,9,UNSAT,False,False,,115.8841333330056,698.3228470000031,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,11010,11010,10,UNSAT,False,False,,165.58148558301036,837.5908886249963,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,01011,01011,11,UNSAT,False,False,,142.0750440420088,840.4481045419961,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,01110,01110,12,UNSAT,False,False,,135.36117441699025,973.0097339170024,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,00100,00100,13,UNSAT,False,False,,259.70464879200154,1100.211702917004,2247.9578224160014,105092,1723792
branch,count1089_random1_20_split5_divide1_workers2,count1089,random,1,20262917,1,20260919,20,108,5,28;33;71;76;97,2,10110,10110,14,UNSAT,False,False,,146.68055108300177,1119.7450572919915,2247.9578224160014,105092,1723792
