row_type,phase,experiment,kat,position_mode,base_trial,base_seed,divide_trial,divide_seed,unknown_bits,known_bits,split_bits,split_positions,max_workers,branch_id,assignment,branch_order,status,satisfiable,correct,recovered_key,branch_solve_time,experiment_wall_time,baseline_solve_time,variables,clauses
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,1100,1100,7,UNSAT,False,False,,515.5130077080103,516.0409936250071,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,0001,0001,3,UNSAT,False,False,,564.6202804589993,564.8013479590009,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,1111,1111,5,UNSAT,False,False,,592.1087582499895,592.4410636670073,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,,,,RUNNING,False,False,,0.0,601.5330900000117,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,0100,0100,2,UNSAT,False,False,,673.6529684580164,673.766005042009,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,,,,RUNNING,False,False,,0.0,901.6908367919968,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,0000,0000,10,UNSAT,False,False,,456.1353557080147,924.8125019170111,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,1110,1110,14,UNSAT,False,False,,456.34603604199947,1021.2243321250135,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,0011,0011,12,UNSAT,False,False,,555.6530304159969,1069.0127652500232,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,1001,1001,9,UNSAT,False,False,,637.1892890000017,1070.0718284590112,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,0010,0010,11,SAT,True,True,000102030405060708090A0B0C0D0E0F,583.2900531660125,1071.7428373750008,2247.9578224160014,105092,1723792
summary,split_depth,count1089_random1_20_split4_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,4,28;70;76;115,8,0010,0010,11,SAT_FOUND,True,True,000102030405060708090A0B0C0D0E0F,583.2900531660125,1071.7565587919962,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split4_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,4,25;33;63;76,8,,,,RUNNING,False,False,,0.0,300.6537914170185,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,4,25;33;63;76,8,0110,0110,5,UNSAT,False,False,,540.1086132080236,540.432444917009,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,4,25;33;63;76,8,0111,0111,3,UNSAT,False,False,,549.1198608749837,549.3003115419997,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split4_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,4,25;33;63;76,8,0011,0011,2,SAT,True,True,000102030405060708090A0B0C0D0E0F,578.3134202499932,578.4286945420026,2247.9578224160014,105092,1723792
summary,split_depth,count1089_random1_20_split4_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,4,25;33;63;76,8,0011,0011,2,SAT_FOUND,True,True,000102030405060708090A0B0C0D0E0F,578.3134202499932,578.5158546250022,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,5,28;63;70;76;115,8,11010,11010,1,UNSAT,False,False,,234.49221208298695,234.54967983299866,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,5,28;63;70;76;115,8,01010,01010,6,SAT,True,True,000102030405060708090A0B0C0D0E0F,255.6997389169992,256.1035940409929,2247.9578224160014,105092,1723792
summary,split_depth,count1089_random1_20_split5_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,5,28;63;70;76;115,8,01010,01010,6,SAT_FOUND,True,True,000102030405060708090A0B0C0D0E0F,255.6997389169992,256.206694374996,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,01010,01010,4,UNSAT,False,False,,265.59846800001105,265.844007333013,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,,,,RUNNING,False,False,,0.0,300.0528985830024,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,10010,10010,1,UNSAT,False,False,,315.4432058330276,315.49560049999855,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,01100,01100,6,UNSAT,False,False,,361.9079774170241,362.3196401669993,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,10110,10110,8,UNSAT,False,False,,366.2638611669827,366.8452622079931,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,11110,11110,2,UNSAT,False,False,,379.70379312499426,379.816461667011,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,00111,00111,7,UNSAT,False,False,,394.7919964999892,395.28406150001683,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,00110,00110,3,SAT,True,True,000102030405060708090A0B0C0D0E0F,400.19396362500265,400.3758467500156,2247.9578224160014,105092,1723792
summary,split_depth,count1089_random1_20_split5_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,5,25;33;63;76;103,8,00110,00110,3,SAT_FOUND,True,True,000102030405060708090A0B0C0D0E0F,400.19396362500265,400.4283854170062,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,100110,100110,7,UNSAT,False,False,,182.700171125005,183.19771791700623,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,001000,001000,4,UNSAT,False,False,,192.0013286670146,192.24541829200462,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,001101,001101,5,UNSAT,False,False,,203.62971550002112,203.96450058399932,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,101011,101011,3,UNSAT,False,False,,208.17467350000516,208.34989483401296,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,001010,001010,1,UNSAT,False,False,,248.50851470799535,248.56035137499566,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,110010,110010,2,UNSAT,False,False,,284.5538681250182,284.65881774999434,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,111001,111001,6,UNSAT,False,False,,292.6631059999927,293.07309287501266,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,,,,RUNNING,False,False,,0.0,300.14812566700857,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,110111,110111,8,UNSAT,False,False,,301.89371829101583,302.48630166699877,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,110001,110001,9,UNSAT,False,False,,163.6224482920079,346.9322365419939,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,111000,111000,11,UNSAT,False,False,,153.99702954199165,358.04081983401556,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,011010,011010,10,UNSAT,False,False,,191.8889599579852,384.2213991250028,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,011101,011101,12,UNSAT,False,False,,192.34197470801882,400.75612766700215,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,011110,011110,16,UNSAT,False,False,,179.19846162499744,481.76211887501995,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,011011,011011,17,UNSAT,False,False,,152.07545525001478,499.0866951250064,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,010010,010010,13,SAT,True,True,000102030405060708090A0B0C0D0E0F,252.397503959015,501.03987854201114,2247.9578224160014,105092,1723792
summary,split_depth,count1089_random1_20_split6_divide1_workers8,count1089,random,1,20262917,1,20261019,20,108,6,19;54;97;103;109;115,8,010010,010010,13,SAT_FOUND,True,True,000102030405060708090A0B0C0D0E0F,252.397503959015,501.07395495902165,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,110000,110000,1,UNSAT,False,False,,148.89227212499827,148.93975733299158,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,001110,001110,5,UNSAT,False,False,,163.779088625015,164.11749308300205,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,011011,011011,2,UNSAT,False,False,,181.26502683400759,181.37897870800225,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,001000,001000,6,UNSAT,False,False,,185.6798166250228,186.1067034160078,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,110110,110110,7,UNSAT,False,False,,187.412192082993,187.93402225000318,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,011000,011000,8,UNSAT,False,False,,236.4598666249949,237.0938762910082,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,101001,101001,4,UNSAT,False,False,,245.96749862501747,246.22766329100705,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,011001,011001,3,UNSAT,False,False,,266.9880458339758,267.17624349999824,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,,,,RUNNING,False,False,,0.0,300.3650041660003,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,001111,001111,10,UNSAT,False,False,,145.17446666699834,309.39350162501796,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,111100,111100,11,UNSAT,False,False,,182.89754058400285,364.34553395799594,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,010111,010111,9,UNSAT,False,False,,243.35501908301376,392.41793791600503,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,100111,100111,14,UNSAT,False,False,,168.683075708017,405.8424312080024,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,011111,011111,13,UNSAT,False,False,,282.80487991598784,470.8088182499923,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,101101,101101,17,UNSAT,False,False,,231.1430177920265,540.6121232500009,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,010110,010110,19,UNSAT,False,False,,151.9487846250122,544.4325260829937,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,011110,011110,15,UNSAT,False,False,,304.7291233750002,551.026864125015,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,000000,000000,18,UNSAT,False,False,,205.0076035829843,569.4322088749905,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,001100,001100,20,UNSAT,False,False,,179.48394974999246,585.4001342910051,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,100010,100010,12,UNSAT,False,False,,400.5401541249885,586.732315583009,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,,,,RUNNING,False,False,,0.0,600.852883250016,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,010000,010000,16,UNSAT,False,False,,349.52119283299544,616.7833378750074,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,000110,000110,23,UNSAT,False,False,,144.01326804200653,688.5293315000017,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,000001,000001,26,UNSAT,False,False,,166.83960845900583,752.3306885829952,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,001011,001011,25,UNSAT,False,False,,207.11118550001993,776.6317387500021,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,100110,100110,24,UNSAT,False,False,,229.36025191599037,780.4618183750135,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,000100,000100,28,UNSAT,False,False,,166.39615491699078,783.2537791659997,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,111000,111000,27,UNSAT,False,False,,204.95241287499084,791.7854788330151,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,010101,010101,22,SAT,True,True,000102030405060708090A0B0C0D0E0F,293.4772710829857,834.1754192910157,2247.9578224160014,105092,1723792
summary,split_depth,count1089_random1_20_split6_divide2_workers8,count1089,random,1,20262917,2,20261020,20,108,6,28;63;70;76;115;126,8,010101,010101,22,SAT_FOUND,True,True,000102030405060708090A0B0C0D0E0F,293.4772710829857,834.216520957998,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,101000,101000,1,UNSAT,False,False,,155.67675012498512,155.7232163750159,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,001110,001110,8,UNSAT,False,False,,185.42226716701407,185.9485098750156,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,011000,011000,3,UNSAT,False,False,,226.59110191601212,226.74748708301922,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,111011,111011,2,UNSAT,False,False,,229.45832425000845,229.555851541023,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,000010,000010,7,UNSAT,False,False,,251.1767477079993,251.6164196250029,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,001111,001111,4,UNSAT,False,False,,274.36192154101445,274.57847104102257,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,100110,100110,6,UNSAT,False,False,,282.76121808297466,283.1206932500063,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,,,,RUNNING,False,False,,0.0,300.2431140830158,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,011010,011010,9,UNSAT,False,False,,154.65755412497674,310.47947541601025,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,010101,010101,5,UNSAT,False,False,,396.4751598750008,396.7578349579999,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,100111,100111,10,UNSAT,False,False,,295.251629291015,481.2819612910098,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,111010,111010,13,UNSAT,False,False,,233.0612083330052,484.7484192910197,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,000100,000100,12,UNSAT,False,False,,271.84691729198676,501.47385712500545,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,000001,000001,14,UNSAT,False,False,,250.78019766599755,525.4233262079943,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,111001,111001,15,UNSAT,False,False,,259.41993820801144,542.6163916660007,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,001000,001000,17,UNSAT,False,False,,170.26508637500228,567.095766665996,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,110010,110010,16,UNSAT,False,False,,286.8798039169924,597.4434422909981,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,,,,RUNNING,False,False,,0.0,600.5275480000128,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,101111,101111,11,UNSAT,False,False,,433.0148480409989,659.8356466660043,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,101010,101010,20,UNSAT,False,False,,216.23140170800616,717.7764526249957,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,011001,011001,23,UNSAT,False,False,,164.87112145801075,732.0555778749986,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,011111,011111,19,UNSAT,False,False,,252.6907008329872,737.5125077910197,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,100000,100000,24,UNSAT,False,False,,189.15000333401258,786.6638296250021,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,011110,011110,21,UNSAT,False,False,,279.85759512500954,805.3621657080075,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,101100,101100,18,UNSAT,False,False,,364.0957291669911,845.4398474580084,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,001101,001101,22,UNSAT,False,False,,339.81803787499666,882.5247002500109,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,010100,010100,25,UNSAT,False,False,,223.04585641698213,882.9557442910154,2247.9578224160014,105092,1723792
checkpoint,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,,,,RUNNING,False,False,,0.0,901.1135536250076,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,011100,011100,27,UNSAT,False,False,,169.21354175001034,901.3471601250058,2247.9578224160014,105092,1723792
branch,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,001100,001100,26,SAT,True,True,000102030405060708090A0B0C0D0E0F,223.3375914169883,941.1841141660116,2247.9578224160014,105092,1723792
summary,split_depth,count1089_random1_20_split6_divide3_workers8,count1089,random,1,20262917,3,20261021,20,108,6,25;33;63;76;103;105,8,001100,001100,26,SAT_FOUND,True,True,000102030405060708090A0B0C0D0E0F,223.3375914169883,941.2172734579945,2247.9578224160014,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,11100,11100,1,UNSAT,False,False,,269.3973168329976,269.4456116670044,2053.4265930839993,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,00010,00010,3,UNSAT,False,False,,295.41513949999353,295.5801808749966,2053.4265930839993,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,10111,10111,7,UNSAT,False,False,,296.53341995799565,297.0003161249915,2053.4265930839993,105092,1723792
checkpoint,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,,,,RUNNING,False,False,,0.0,300.0857147919887,2053.4265930839993,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,01101,01101,2,UNSAT,False,False,,339.3914518749807,339.48983887498616,2053.4265930839993,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,11011,11011,8,UNSAT,False,False,,345.20473458300694,345.7658768330002,2053.4265930839993,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,11111,11111,5,UNSAT,False,False,,386.20168058297713,386.5039967079938,2053.4265930839993,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,01110,01110,4,UNSAT,False,False,,418.2661084999854,418.49596470801043,2053.4265930839993,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,01011,01011,6,UNSAT,False,False,,434.99135837500216,435.370131750009,2053.4265930839993,105092,1723792
branch,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,10000,10000,9,UNSAT,False,False,,254.74695770800463,524.2904676669859,2053.4265930839993,105092,1723792
checkpoint,generalization20,count1089_random2_20_split5_divide1_workers8,count1089,random,2,20262918,1,20261119,20,108,5,7;33;82;95;117,8,,,,RUNNING,False,False,,0.0,600.664612166991,2053.4265930839993,105092,1723792
